Name,Institution,Country
"WEISS, Uta",ifeu - Institut für Energie- und Umweltforschung Heidelberg GmbH (Institute for Energy and Environmental Research),Germany
"WELCH, Timothy","University of Maryland, College Park",USA
"WEN, Zongguo",Tsinghua University,China
"WERLEIN, Max",Federal Environment Agency,Germany
"WESTPHAL, Kirsten",German Institute for International and Security Affairs,Germany
"WHEELER, Tim",Department for International Development,UK
"WILLIAMSON, Tim",Natural Resources Canada,Canada
"WINEBRAKE, James",Rochester Institute of Technology,USA
"WINGHAM, Duncan",Natural Environment Research Council,UK
"WINKLER, Harald",Energy Research Centre,South Africa
"WOLF, Judith",Federal Environment Agency,Germany
"WOLVERTON, Ann",United States Environmental Protection Agency,USA
"WOODALL, Christopher",United States Department of Agriculture,USA
"WOODS, Petra","Department of the Environment, Community and Local Government",Ireland
"WRATT, David",National Institute of Water and Atmospheric Research,New Zealand
"WU, Libo",Fudan University,China
"WÜSTEMEYER, Arndt",Project Management Agency Part of the German Aerospace Center,Germany
"XIAO, Xuezhi",Ministry of Environmental Protection,China
"XU, Tengfang","United States Department of Energy, Lawrence Berkeley National Lab",USA
"YAMAGUCHI, Mitsutsune",University of Tokyo,Japan
"YAN, Da",Tsinghua University,China
"YANG, Baolu",Renmin University of China,China
"YANG, Jeff",United States Environmental Protection Agency,USA
"YANG, Xiu",National Center for Climate Change Strategy and International Cooperation,China
"YOSHINO, Hiroshi",Tohoku University,Japan
"YOUNG, John",Cryptome.org,USA
"ZACHMANN, Bill",Washington State Department of Ecology,USA
"ZAMFT, Brad",United States Department of Energy,USA
"ZAMUDA, Craig",United States Department of Energy,USA
"ZAMURS, John","Zamurs and Associates, LLC",USA
"ZEHNER, Ozzie","University of California, Berkeley",USA
"ZELEK, Charles",United States Department of Energy,USA
"ZHANG, Aling",Tsinghua University,China
"ZHANG, Guobin",Chinese Academy of Agricultural Sciences,China
"ZHANG, Haibin",Beijing University,China
"ZHANG, Wen",Ministry of Environmental Protection,China
"ZHANG, Xiaohua",National Center for Climate Change Strategy and International Cooperation,China
"ZHAO, Fengcai",Civil Aviation University of China,China
"ZHAO, Xiusheng",Tsinghua University,China
"ZHAO, Yinglei",Zhengjiang Maritime Safety Administration,China
"ZHENG, Siqi",Tsinghua University,China
"ZHENG, Xunhua","Institute of Atmospheric Physics, Chinese Academy of Sciences",China
"ZHU, Dajian",Tongji University,China
"ZHU, Liucai",Ministry of Environmental Protection,China
"ZHU, Shouxian",Chinese Academy of Social Sciences,China
"ZHU, Songli",Energy Research Institute,China
"ZHUANG, Guiyang",Chinese Academy of Social Sciences,China
"ZIETLOW, Brigitte",Federal Environment Agency,Germany
"ZIRKEL, Alexandra",Federal Environment Agency,Germany
"ZOPATTI, Alvaro",Secretariat of Environment,Argentina
"ZOU, Lele","Institute of Policy and Management, Chinese Academy of Sciences",China
"ZWARTZ, Dan",Ministry for the Environment,New Zealand
"ZWIERS, Francis",Pacific Climate Impacts Consortium,Canada
"BALDWIN, Sam",US DoE Office of Energy Efficiency and Renewable Energy,USA
"CAMERON, Catherine",AGULHAS Applied Knowledge,UK
"CROZAT, Matthew P.",US DoE Office of Nuclear Energy,USA
"CZAJKOWSKA, Anna",BLOOMBERG / BNEF,UK
"GERMAN, John",International Council on Clean Transportation,USA
"GRAHAM, Peter",Global Buildings Performance Network (GBPN),Australia
"HERZOG, Howard",MIT Energy Initiative,USA
"JOLLANDS, Nigel",European Bank for Reconstruction and Development,UK
